SID,NUM_TRANSACCION,PERIODO,TIPO_CARGO,MONTO,SALDO,FECHA_ACT
2956,TXN-2021-015225,2024CB,Colegiatura,5771.15,0.0,2021-09-10
2956,TXN-2022-015226,2024CC,Reinscripción,1594.19,0.0,2022-07-25
2956,TXN-2023-015227,2025CA,Colegiatura,4583.09,0.0,2023-02-07
2956,TXN-2024-015228,2025CA,Colegiatura,4866.83,1744.52,2024-02-15
2957,TXN-2020-015229,2020CA,Inscripción,3855.8,0.0,2020-06-10
2957,TXN-2021-015230,2020CA,Colegiatura,5579.47,5221.56,2021-05-19
2957,TXN-2022-015231,2020CA,Colegiatura,0,1231.0,2022-04-12
2957,TXN-2023-015232,2020CA,Colegiatura,4950.69,0.0,2023-02-16
2957,TXN-2024-015233,2020CB,Reinscripción,2153.95,0.0,2024-09-18
2957,TXN-2025-015234,2020CC,Colegiatura,5043.96,0.0,2025-04-25
2958,TXN-2020-015235,2021CA,Inscripción,5437.19,0.0,2020-07-21
2958,TXN-2021-015236,2021CB,Colegiatura,5288.67,0.0,2021-02-15
2958,TXN-2022-015237,2021CC,Colegiatura,4900.24,0.0,2022-01-29
2958,TXN-2023-015238,2022CA,Reinscripción,2562.32,0.0,2023-05-14
2958,TXN-2024-015239,2022CB,Colegiatura,4542.2,0.0,2024-01-11
2958,TXN-2025-015240,2022CC,Colegiatura,4661.83,0.0,2025-02-04
2959,TXN-2020-015241,2023CA,Inscripción,4836.79,0.0,2020-11-06
2959,TXN-2021-015242,2023CB,Reinscripción,2683.31,0.0,2021-01-14
2959,TXN-2022-015243,2023CC,Colegiatura,3899.74,2971.07,2022-03-17
2959,TXN-2023-015244,2024CA,Reinscripción,1720.72,0.0,2023-09-29
2959,TXN-2024-015245,2024CB,Colegiatura,5696.46,0.0,2024-04-17
2959,TXN-2025-015246,2024CC,Colegiatura,5903.64,1884.31,2025-05-15
2960,TXN-2020-015247,2020CA,Inscripción,3583.61,0.0,2020-01-04
2960,TXN-2021-015248,2020CB,Colegiatura,4765.68,0.0,2021-07-09
2960,TXN-2022-015249,2020CC,Reinscripción,1684.79,1298.74,2022-06-05
2960,TXN-2023-015250,2021CA,Colegiatura,5142.7,681.33,2023-03-24
2960,TXN-2024-015251,2021CB,Colegiatura,3840.81,0.0,2024-11-04
2960,TXN-2025-015252,2021CC,Colegiatura,5408.66,0.0,2025-02-25
2961,TXN-2020-015253,2021CA,Inscripción,2917.5,0.0,2020-09-27
2961,TXN-2021-015254,2021CB,Colegiatura,4379.47,1321.56,2021-03-30
2961,TXN-2022-015255,2021CC,Colegiatura,5037.91,0.0,2022-11-30
2961,TXN-2023-015256,2022CA,Colegiatura,5149.31,0.0,2023-12-05
2961,TXN-2024-015257,2022CB,Reinscripción,2988.93,0.0,2024-11-01
2961,TXN-2025-015258,2022CC,Colegiatura,-,0.0,2025-11-29
2962,TXN-2020-015259,2023CA,Inscripción,4258.68,947.89,2020-03-11
2962,TXN-2021-015260,2023CB,Colegiatura,3967.47,0.0,2021-12-04
2962,TXN-2022-015261,2023CC,Reinscripción,2587.11,0.0,2022-04-24
2962,TXN-2023-015262,2024CA,Colegiatura,5472.76,2922.14,2023-09-28
2962,TXN-2024-015263,2024CB,Colegiatura,4035.88,2865.6,2024-03-20
2962,TXN-2025-015264,2024CC,Colegiatura,5806.16,0.0,2025-01-15
2963,TXN-2020-015265,2023CA,Inscripción,4341.97,0.0,2020-10-30
2963,TXN-2021-015266,2023CB,Colegiatura,5655.19,0.0,2021-11-09
2963,TXN-2022-015267,2023CC,Colegiatura,5086.12,4372.51,2022-02-23
2963,TXN-2023-015268,2024CA,Colegiatura,4528.37,0.0,2023-11-25
2963,TXN-2024-015269,2024CB,Colegiatura,6032.98,2798.22,2024-03-06
2963,TXN-2025-015270,2024CC,Colegiatura,5206.88,0.0,2025-10-01
2964,TXN-2020-015271,2020CA,Inscripción,2833.16,0.0,2020-03-14
2964,TXN-2021-015272,2020CA,Colegiatura,5423.7,0.0,2021-06-20
2964,TXN-2022-015273,2020CA,Colegiatura,5961.77,0.0,2022-04-24
2964,TXN-2023-015274,2020CA,Colegiatura,5553.46,0.0,2023-11-10
2964,TXN-2024-015275,2020CB,Colegiatura,5000.44,0.0,2024-12-12
2964,TXN-2025-015276,2020CC,Colegiatura,5949.63,0.0,2025-05-11
2965,TXN-2020-015277,2021CA,Inscripción,4465.24,0.0,2020-04-14
2965,TXN-2021-015278,2021CB,Colegiatura,4967.0,0.0,2021-05-06
2965,TXN-2022-015279,2021CC,Colegiatura,4116.04,0.0,2022-02-25
2965,TXN-2023-015280,2022CA,Colegiatura,5099.7,0.0,2023-04-21
2965,TXN-2024-015281,2022CB,Colegiatura,4104.17,0.0,2024-05-18
2965,TXN-2025-015282,2022CC,Colegiatura,5150.94,0.0,2025-12-21
2966,TXN-2020-015283,2023CA,Inscripción,3643.31,0.0,2020-10-13
2966,TXN-2021-015284,2023CB,Colegiatura,5190.47,3182.82,2021-05-11
2966,TXN-2022-015285,2023CC,Colegiatura,5879.8,0.0,2022-11-03
2966,TXN-2023-015286,2024CA,Colegiatura,4354.95,2907.78,2023-05-08
2966,TXN-2024-015287,2024CB,Reinscripción,2586.95,0.0,2024-04-07
2966,TXN-2025-015288,2024CC,Reinscripción,3390.69,0.0,2025-02-12
2967,TXN-2020-015289,2020CA,Inscripción,5372.82,0.0,2020-06-14
2967,TXN-2021-015290,2020CA,Colegiatura,5385.94,0.0,2021-10-17
2967,TXN-2022-015291,2020CA,Colegiatura,5776.56,4952.83,2022-04-01
2967,TXN-2023-015292,2020CA,Colegiatura,4204.32,2361.03,2023-07-25
2967,TXN-2024-015293,2020CB,Reinscripción,3302.08,0.0,2024-12-02
2967,TXN-2025-015294,2020CC,Reinscripción,3281.54,0.0,2025-02-19
2968,TXN-2020-015295,2022CA,Inscripción,3886.43,0.0,2020-08-18
2968,TXN-2021-015296,2022CB,Colegiatura,5805.28,0.0,2021-03-09
2968,TXN-2022-015297,2022CC,Colegiatura,5466.62,0.0,2022-07-17
2968,TXN-2023-015298,2023CA,Reinscripción,1843.59,0.0,2023-03-26
2968,TXN-2024-015299,2023CB,Reinscripción,2387.83,0.0,2024-09-28
2968,TXN-2025-015300,2023CC,Reinscripción,1605.0,0.0,2025-12-03
2969,TXN-2020-015301,2023CA,Inscripción,5047.01,0.0,2020-03-01
2969,TXN-2021-015302,2023CB,Reinscripción,2079.64,0.0,2021-01-26
2969,TXN-2022-015303,2023CC,Colegiatura,3844.82,0.0,2022-09-28
2969,TXN-2023-015304,2024CA,Colegiatura,5037.37,0.0,2023-05-01
2969,TXN-2024-015305,2024CB,Colegiatura,4958.16,0.0,2024-08-04
2969,TXN-2025-015306,2024CC,Colegiatura,5006.7,0.0,2025-03-28
2970,TXN-2020-015307,2021CA,Inscripción,2972.51,0.0,2020-03-15
2970,TXN-2021-015308,2021CB,Reinscripción,2342.67,0.0,2021-11-08
2970,TXN-2022-015309,2021CC,Reinscripción,1709.23,1465.77,2022-09-29
2970,TXN-2023-015310,2022CA,Colegiatura,6183.61,0.0,2023-12-09
2970,TXN-2024-015311,2022CB,Reinscripción,3016.69,0.0,2024-03-11
2970,TXN-2025-015312,2022CC,Colegiatura,3980.63,3620.01,2025-05-17
2971,TXN-2020-015313,2024CA,Inscripción,3070.63,2422.61,2020-01-03
2971,TXN-2021-015314,2024CB,Colegiatura,5767.81,0.0,2021-12-03
2971,TXN-2022-015315,2024CC,Colegiatura,5309.52,4977.0,2022-03-04
2971,TXN-2023-015316,2025CA,Colegiatura,5170.74,3136.97,2023-12-24
2971,TXN-2024-015317,2025CA,Colegiatura,3840.2,0.0,2024-04-04
2972,TXN-2020-015318,2025CA,Inscripción,3229.6,1040.57,2020-07-08
2972,TXN-2021-015319,2025CA,Reinscripción,3424.57,0.0,2021-03-12
2973,TXN-2020-015320,2023CA,Inscripción,2689.1,0.0,2020-08-18
2973,TXN-2021-015321,2023CB,Colegiatura,6156.96,0.0,2021-08-31
2973,TXN-2022-015322,2023CC,Colegiatura,5231.37,0.0,2022-02-26
2973,TXN-2023-015323,2024CA,Colegiatura,5352.81,0.0,2023-06-08
2973,TXN-2024-015324,2024CB,Colegiatura,4369.7 ,0.0,2024-11-15
2973,TXN-2025-015325,2024CC,Colegiatura,4823.14,0.0,2025-10-03
2974,TXN-2020-015326,2022CA,Inscripción,4755.17,0.0,2020-11-17
2974,TXN-2021-015327,2022CB,Colegiatura,4907.53,0.0,2021-02-12
2974,TXN-2022-015328,2022CC,Colegiatura,5162.43,0.0,2022-08-03
2974,TXN-2023-015329,2023CA,Colegiatura,5775.39,0.0,2023-11-20
2974,TXN-2024-015330,2023CB,Colegiatura,5865.09,0.0,2024-07-31
2974,TXN-2025-015331,2023CC,Colegiatura,5880.48,0.0,2025-12-20
2975,TXN-2020-015332,2023CA,Inscripción,5396.41,0.0,2020-11-30
2975,TXN-2021-015333,2023CB,Colegiatura,5812.3,0.0,2021-01-22
2975,TXN-2022-015334,2023CC,Colegiatura,3829.66,0.0,2022-03-19
2975,TXN-2023-015335,2024CA,Colegiatura,3964.43,0.0,2023-08-21
2975,TXN-2024-015336,2024CB,Colegiatura,6096.35,0.0,2024-09-21
2975,TXN-2025-015337,2024CC,Colegiatura,4158.47,0.0,2025-11-16
2976,TXN-2020-015338,2021CA,Inscripción,5245.57,2734.65,2020-02-06
2976,TXN-2021-015339,2021CB,Reinscripción,3215.27,1568.32,2021-08-01
2976,TXN-2022-015340,2021CC,Colegiatura,4569.01,0.0,2022-10-16
2976,TXN-2023-015341,2022CA,Colegiatura,3802.56,0.0,2023-04-17
2976,TXN-2024-015342,2022CB,Colegiatura,4882.67,0.0,2024-05-13
2976,TXN-2025-015343,2022CC,Colegiatura,4859.66,0.0,2025-03-09
2977,TXN-2020-015344,2020CA,Inscripción,5091.74,0.0,2020-10-16
2977,TXN-2021-015345,2020CA,Reinscripción,2325.52,0.0,2021-03-26
2977,TXN-2022-015346,2020CA,Colegiatura,6030.22,0.0,2022-12-15
2977,TXN-2023-015347,2020CA,Colegiatura,5174.05,0.0,2023-10-07
2977,TXN-2024-015348,2020CA,Colegiatura,6147.56,1886.07,2024-10-15
2977,TXN-2025-015349,2020CA,Colegiatura,3825.94,1076.37,2025-07-18
2978,TXN-2020-015350,2021CA,Inscripción,3975.77,0.0,2020-10-09
2978,TXN-2021-015351,2021CB,Reinscripción,3256.31,0.0,2021-11-24
2978,TXN-2022-015352,2021CC,Colegiatura,6068.39,2043.73,2022-02-07
2978,TXN-2023-015353,2022CA,Colegiatura,5810.98,0.0,2023-09-01
2978,TXN-2024-015354,2022CB,Colegiatura,3835.85,3427.25,2024-09-17
2978,TXN-2025-015355,2022CC,Colegiatura,5949.74,0.0,2025-10-03
2979,TXN-2020-015356,2023CA,Inscripción,5226.5,4222.14,2020-09-18
2979,TXN-2021-015357,2023CB,Colegiatura,5636.61,0.0,2021-02-28
2979,TXN-2022-015358,2023CC,Colegiatura,5519.29,0.0,2022-05-14
2979,TXN-2023-015359,2024CA,Colegiatura,5700.75,0.0,2023-11-22
2979,TXN-2024-015360,2024CB,Colegiatura,5092.53,0.0,2024-04-08
2979,TXN-2025-015361,2024CC,Colegiatura,4827.51,0.0,2025-09-06
2980,TXN-2020-015362,2022CA,Inscripción,0,0.0,2020-10-13
2980,TXN-2021-015363,2022CB,Colegiatura,4100.27,0.0,2021-09-07
2980,TXN-2022-015364,2022CC,Reinscripción,3389.84,0.0,2022-11-20
2980,TXN-2023-015365,2023CA,Colegiatura,5450.8,5191.03,2023-06-12
2980,TXN-2024-015366,2023CB,Colegiatura,4264.3,0.0,2024-06-05
2980,TXN-2025-015367,2023CC,Colegiatura,6180.83,0.0,2025-12-24
2981,TXN-2020-015368,2021CA,Inscripción,4867.18,2776.92,2020-12-26
2981,TXN-2021-015369,2021CB,Colegiatura,4133.09,0.0,2021-07-06
2981,TXN-2022-015370,2021CC,Colegiatura,6033.68,3734.82,2022-03-27
2981,TXN-2023-015371,2022CA,Colegiatura,5443.61,0.0,2023-06-29
2981,TXN-2024-015372,2022CB,Colegiatura,4547.65,0.0,2024-10-20
2981,TXN-2025-015373,2022CC,Reinscripción,2492.06,547.19,2025-05-28
2982,TXN-2020-015374,2024CA,Inscripción,4296.54,0.0,2020-11-19
2982,TXN-2021-015375,2024CB,Reinscripción,3361.0,0.0,2021-08-15
2982,TXN-2022-015376,2024CC,Colegiatura,4462.88,3609.17,2022-09-21
2982,TXN-2023-015377,2025CA,Colegiatura,3907.83,0.0,2023-06-13
2983,TXN-2020-015378,2024CA,Inscripción,5208.2,1261.6,2020-10-22
2983,TXN-2021-015379,2024CB,Colegiatura,4383.36,4136.35,2021-08-11
2983,TXN-2022-015380,2024CC,Colegiatura,3882.61,0.0,2022-08-07
2984,TXN-2020-015381,2020CA,Inscripción,3093.58,0.0,2020-10-11
2984,TXN-2021-015382,2020CB,Reinscripción,2211.3,1087.76,2021-04-07
2984,TXN-2022-015383,2020CC,Colegiatura,6016.57,0.0,2022-07-11
2984,TXN-2023-015384,2021CA,Colegiatura,6142.28,0.0,2023-08-12
2984,TXN-2024-015385,2021CB,Colegiatura,4907.89,0.0,2024-10-12
2984,TXN-2025-015386,2021CC,Colegiatura,6149.22,813.07,2025-08-03
2985,TXN-2020-015387,2024CA,Inscripción,4455.19,3717.01,2020-09-02
2985,TXN-2021-015388,2024CB,Colegiatura,3863.18,0.0,2021-08-30
2985,TXN-2022-015389,2024CC,Colegiatura,5562.67,0.0,2022-11-10
2985,TXN-2023-015390,2025CA,Colegiatura,4362.07,2105.46,2023-02-28
2986,TXN-2020-015391,2024CA,Inscripción,2938.47,2251.27,2020-12-09
2986,TXN-2021-015392,2024CB,Reinscripción,2687.7,0.0,2021-08-08
2986,TXN-2022-015393,2024CC,Reinscripción,2714.14,0.0,2022-11-21
2987,TXN-2020-015394,2020CA,Inscripción,4610.39,0.0,2020-07-04
2987,TXN-2021-015395,2020CA,Colegiatura,5259.65,0.0,2021-06-30
2987,TXN-2022-015396,2020CA,Colegiatura,4415.81,0.0,2022-05-11
2987,TXN-2023-015397,2020CA,Reinscripción,2136.91,0.0,2023-06-01
2987,TXN-2024-015398,2020CB,Reinscripción,2424.65,0.0,2024-09-20
2987,TXN-2025-015399,2020CC,Colegiatura,4845.28,0.0,2025-07-23
2988,TXN-2020-015400,2022CA,Inscripción,5101.8,0.0,2020-07-28
2988,TXN-2021-015401,2022CB,Colegiatura,5890.92,0.0,2021-11-09
2988,TXN-2022-015402,2022CC,Colegiatura,4398.17,2254.18,2022-07-07
2988,TXN-2023-015403,2023CA,Colegiatura,6005.73,0.0,2023-02-12
2988,TXN-2024-015404,2023CB,Colegiatura,5003.87,0.0,2024-08-21
2988,TXN-2025-015405,2023CC,Colegiatura,5076.52,0.0,2025-12-15
2989,TXN-2020-015406,2022CA,Inscripción,5136.95,0.0,2020-04-18
2989,TXN-2021-015407,2022CB,Colegiatura,5050.65,0.0,2021-02-24
2989,TXN-2022-015408,2022CC,Colegiatura,4642.98,995.65,2022-06-14
2989,TXN-2023-015409,2023CA,Colegiatura,4294.52,2803.34,2023-08-31
2989,TXN-2024-015410,2023CB,Colegiatura,5479.25,4751.59,2024-11-05
2989,TXN-2025-015411,2023CC,Reinscripción,1888.3,0.0,2025-01-27
2990,TXN-2020-015412,2023CA,Inscripción,2502.51,0.0,2020-01-14
2990,TXN-2021-015413,2023CB,Reinscripción,3290.61,0.0,2021-07-23
2990,TXN-2022-015414,2023CC,Reinscripción,2302.43,811.37,2022-01-03
2990,TXN-2023-015415,2024CA,Reinscripción,3116.55,0.0,2023-10-29
2990,TXN-2024-015416,2024CB,Colegiatura,5726.92,0.0,2024-01-18
2990,TXN-2025-015417,2024CC,Reinscripción,2580.2,0.0,2025-10-07
2991,TXN-2020-015418,2024CA,Inscripción,4856.25,2500.85,2020-02-12
2991,TXN-2021-015419,2024CB,Reinscripción,1736.61,0.0,2021-03-26
2991,TXN-2022-015420,2024CC,Colegiatura,5335.21,0.0,2022-12-28
2992,TXN-2020-015421,2023CA,Inscripción,4639.15,0.0,2020-07-18
2992,TXN-2021-015422,2023CB,Colegiatura,5084.08,0.0,2021-11-02
2992,TXN-2022-015423,2023CC,Colegiatura,5362.3,0.0,2022-09-15
2992,TXN-2023-015424,2024CA,Reinscripción,2038.58,0.0,2023-01-09
2992,TXN-2024-015425,2024CB,Colegiatura,6027.38,0.0,2024-10-17
2992,TXN-2025-015426,2024CC,Colegiatura,5977.83,0.0,2025-05-03
2993,TXN-2020-015427,2024CA,Inscripción,4273.19,0.0,2020-03-22
2993,TXN-2021-015428,2024CB,Colegiatura,3892.82,0.0,2021-06-07
2993,TXN-2022-015429,2024CC,Colegiatura,5451.71,0.0,2022-12-14
2993,TXN-2023-015430,2025CA,Colegiatura,6089.71,0.0,2023-05-11
2994,TXN-2020-015431,2024CA,Inscripción,4062.79,0.0,2020-06-29
2994,TXN-2021-015432,2024CB,Colegiatura,4010.08,0.0,2021-04-13
2994,TXN-2022-015433,2024CC,Colegiatura,5254.94,5060.11,2022-09-27
2994,TXN-2023-015434,2025CA,Reinscripción,1512.79,0.0,2023-09-27
2994,TXN-2024-015435,2025CA,Colegiatura,5363.11,0.0,2024-11-19
2995,TXN-2020-015436,2024CA,Inscripción,4348.15,1916.84,2020-01-18
2995,TXN-2021-015437,2024CB,Colegiatura,4099.47,1959.76,2021-11-15
2995,TXN-2022-015438,2024CC,Colegiatura,5675.52,0.0,2022-10-28
2996,TXN-2020-015439,2024CA,Inscripción,5153.13,4501.94,2020-05-13
2996,TXN-2021-015440,2024CB,Colegiatura,6084.25,0.0,2021-02-04
2996,TXN-2022-015441,2024CC,Colegiatura,6128.22,1621.27,2022-08-10
2996,TXN-2023-015442,2025CA,Colegiatura,5802.83,2023.48,2023-11-06
2997,TXN-2020-015443,2025CA,Inscripción,3929.62,0.0,2020-12-15
2998,TXN-2020-015444,2020CA,Inscripción,3010.87,0.0,2020-12-22
2998,TXN-2021-015445,2020CA,Colegiatura,5770.97,0.0,2021-08-03
2998,TXN-2022-015446,2020CA,Colegiatura,4562.39,0.0,2022-10-13
2998,TXN-2023-015447,2020CA,Colegiatura,3870.77,0.0,2023-10-05
2998,TXN-2024-015448,2020CA,Colegiatura,4900.07,3396.79,2024-07-01
2998,TXN-2025-015449,2020CA,Colegiatura,4398.26,1769.41,2025-09-15
2999,TXN-2020-015450,2024CA,Inscripción,2651.4,0.0,2020-07-17
2999,TXN-2021-015451,2024CB,Colegiatura,4207.57,0.0,2021-05-11
2999,TXN-2022-015452,2024CC,Colegiatura,4514.88,0.0,2022-06-08
2999,TXN-2023-015453,2025CA,Reinscripción,3402.14,0.0,2023-12-05
2999,TXN-2024-015454,2025CA,Colegiatura,5269.93,1857.92,2024-03-05
3000,TXN-2020-015455,2024CA,Inscripción,3099.13,0.0,2020-05-29
3000,TXN-2021-015456,2024CB,Reinscripción,2794.76,680.53,2021-01-09
3000,TXN-2022-015457,2024CC,Colegiatura,4507.59,0.0,2022-03-31
3000,TXN-2023-015458,2025CA,Colegiatura,5421.04,0.0,2023-09-10
3000,TXN-2024-015459,2025CA,Colegiatura,5276.13,0.0,2024-11-03
3001,TXN-2020-015460,2022CA,Inscripción,3143.45,1161.26,2020-06-26
3001,TXN-2021-015461,2022CB,Colegiatura,4894.42,0.0,2021-09-11
3001,TXN-2022-015462,2022CC,Colegiatura,5932.46,0.0,2022-02-27
3001,TXN-2023-015463,2023CA,Colegiatura,4375.95,0.0,2023-01-09
3001,TXN-2024-015464,2023CB,Colegiatura,3979.95,0.0,2024-05-09
3001,TXN-2025-015465,2023CC,Colegiatura,4641.98,0.0,2025-03-03
3002,TXN-2020-015466,2023CA,Inscripción,3727.83,0.0,2020-06-24
3002,TXN-2021-015467,2023CB,Colegiatura,5806.22,0.0,2021-11-01
3002,TXN-2022-015468,2023CC,Reinscripción,2650.61,902.11,2022-09-18
3002,TXN-2023-015469,2024CA,Colegiatura,4453.77,0.0,2023-10-02
3002,TXN-2024-015470,2024CB,Reinscripción,1951.81,0.0,2024-03-13
3002,TXN-2025-015471,2024CC,Colegiatura,5405.5,0.0,2025-12-28
3003,TXN-2020-015472,2023CA,Inscripción,4599.91,3903.15,2020-08-19
3003,TXN-2021-015473,2023CB,Colegiatura,5284.2,0.0,2021-04-15
3003,TXN-2022-015474,2023CC,Colegiatura,4458.88,653.36,2022-10-15
3003,TXN-2023-015475,2024CA,Colegiatura,6098.24,0.0,2023-12-19
3003,TXN-2024-015476,2024CB,Reinscripción,2830.54,0.0,2024-02-07
3003,TXN-2025-015477,2024CC,Colegiatura,6099.06,1304.87,2025-08-15
3004,TXN-2020-015478,2023CA,Inscripción,5463.85,0.0,2020-08-19
3004,TXN-2021-015479,2023CB,Colegiatura,5215.67,0.0,2021-01-05
3004,TXN-2022-015480,2023CC,Colegiatura,6105.65,0.0,2022-06-01
3004,TXN-2023-015481,2024CA,Colegiatura,5880.32,0.0,2023-03-20
3004,TXN-2024-015482,2024CB,Colegiatura,4965.85,0.0,2024-05-20
3004,TXN-2025-015483,2024CC,Colegiatura,5657.9,0.0,2025-12-12
3005,TXN-2020-015484,2025CA,Inscripción,2629.89,0.0,2020-10-26
3005,TXN-2021-015485,2025CA,Colegiatura,6172.38,0.0,2021-12-22
3006,TXN-2020-015486,2021CA,Inscripción,3402.09,0.0,2020-10-17
3006,TXN-2021-015487,2021CB,Reinscripción,2493.32,813.97,2021-12-05
3006,TXN-2022-015488,2021CC,Colegiatura,3882.43,0.0,2022-05-09
3006,TXN-2023-015489,2022CA,Colegiatura,3994.25,0.0,2023-11-20
3006,TXN-2024-015490,2022CB,Reinscripción,2388.25,1610.2,2024-02-26
3006,TXN-2025-015491,2022CC,Colegiatura,4089.96,0.0,2025-02-23
3007,TXN-2020-015492,2021CA,Inscripción,4136.05,0.0,2020-05-12
3007,TXN-2021-015493,2021CB,Colegiatura,5516.41,0.0,2021-12-16
3007,TXN-2022-015494,2021CC,Reinscripción,2798.59,0.0,2022-05-10
3007,TXN-2023-015495,2022CA,Colegiatura,5237.69,4993.18,2023-03-27
3007,TXN-2024-015496,2022CB,Reinscripción,2517.22,1303.96,2024-01-21
3007,TXN-2025-015497,2022CC,Colegiatura,5597.82,4729.19,2025-05-24
3008,TXN-2020-015498,2025CA,Inscripción,3708.56,2687.23,2020-09-20
3009,TXN-2020-015499,2021CA,Inscripción,2838.25,0.0,2020-03-04
3009,TXN-2021-015500,2021CB,Reinscripción,3304.05,0.0,2021-03-06
3009,TXN-2022-015501,2021CC,Colegiatura,5894.45,2048.87,2022-11-09
3009,TXN-2023-015502,2022CA,Colegiatura,5382.77,0.0,2023-05-09
3009,TXN-2024-015503,2022CB,Colegiatura,5782.09,2620.74,2024-04-23
3009,TXN-2025-015504,2022CC,Colegiatura,5633.3,0.0,2025-08-24
3010,TXN-2020-015505,2023CA,Inscripción,3606.54,0.0,2020-09-16
3010,TXN-2021-015506,2023CB,Reinscripción,1859.38,0.0,2021-10-12
3010,TXN-2022-015507,2023CC,Colegiatura,4800.46,0.0,2022-01-08
3010,TXN-2023-015508,2024CA,Colegiatura,5361.91,5096.38,2023-09-09
3010,TXN-2024-015509,2024CB,Reinscripción,3088.75,0.0,2024-09-16
3010,TXN-2025-015510,2024CC,Colegiatura,6102.65,0.0,2025-02-15
3011,TXN-2020-015511,2023CA,Inscripción,4005.66,0.0,2020-02-11
3011,TXN-2021-015512,2023CB,Colegiatura,4158.73,0.0,2021-11-07
3011,TXN-2022-015513,2023CC,Reinscripción,3107.44,0.0,2022-03-26
3011,TXN-2023-015514,2024CA,Colegiatura,6195.25,0.0,2023-08-27
3011,TXN-2024-015515,2024CB,Colegiatura,5747.34,0.0,2024-10-16
3011,TXN-2025-015516,2024CC,Colegiatura,5119.09,0.0,2025-04-01
3012,TXN-2020-015517,2025CA,Inscripción,4736.28,2792.52,2020-03-24
3013,TXN-2020-015518,2020CA,Inscripción,3910.43,3696.32,2020-07-10
3013,TXN-2021-015519,2020CB,Colegiatura,5457.41,4468.13,2021-04-03
3013,TXN-2022-015520,2020CC,Colegiatura,5325.26,3907.49,2022-01-10
3013,TXN-2023-015521,2021CA,Colegiatura,5533.77,0.0,2023-01-10
3013,TXN-2024-015522,2021CB,Colegiatura,4714.41,659.15,2024-03-10
3013,TXN-2025-015523,2021CC,Colegiatura,5031.03,0.0,2025-01-31
3014,TXN-2020-015524,2025CA,Inscripción,3163.71,0.0,2020-05-25
3014,TXN-2021-015525,2025CA,Colegiatura,4697.06,0.0,2021-06-17
3015,TXN-2020-015526,2025CA,Inscripción,3233.68,0.0,2020-10-13
3015,TXN-2021-015527,2025CA,Colegiatura,5511.46,0.0,2021-12-24
3016,TXN-2020-015528,2024CA,Inscripción,5103.12,0.0,2020-06-25
3016,TXN-2021-015529,2024CB,Reinscripción,1942.84,0.0,2021-01-26
3016,TXN-2022-015530,2024CC,Colegiatura,5305.82,0.0,2022-02-19
3016,TXN-2023-015531,2025CA,Colegiatura,4007.65,0.0,2023-12-14
3016,TXN-2024-015532,2025CA,Colegiatura,5903.14,0.0,2024-04-18
3017,TXN-2020-015533,2025CA,Inscripción,5139.14,0.0,2020-09-06
3018,TXN-2020-015534,2024CA,Inscripción,5336.5,4501.65,2020-12-23
3018,TXN-2021-015535,2024CB,Colegiatura,4767.7,0.0,2021-06-29
3018,TXN-2022-015536,2024CC,Reinscripción,2755.31,0.0,2022-04-25
3019,TXN-2020-015537,2023CA,Inscripción,3142.83,936.35,2020-06-15
3019,TXN-2021-015538,2023CB,Colegiatura,N/A,0.0,2021-04-17
3019,TXN-2022-015539,2023CC,Colegiatura,6072.32,0.0,2022-06-03
3019,TXN-2023-015540,2024CA,Colegiatura,5995.6,0.0,2023-08-30
3019,TXN-2024-015541,2024CB,Colegiatura,5684.5,0.0,2024-08-17
3019,TXN-2025-015542,2024CC,Colegiatura,4839.02,0.0,2025-10-06
3020,TXN-2020-015543,2020CA,Inscripción,3240.03,1546.06,2020-03-02
3020,TXN-2021-015544,2020CB,Colegiatura,5270.35,0.0,2021-07-12
3020,TXN-2022-015545,2020CC,Colegiatura,5267.25,671.86,2022-08-12
3020,TXN-2023-015546,2021CA,Colegiatura,6107.32,5434.26,2023-01-29
3020,TXN-2024-015547,2021CB,Colegiatura,5298.12,686.73,2024-03-29
3020,TXN-2025-015548,2021CC,Reinscripción,1866.67,0.0,2025-01-25
3021,TXN-2020-015549,2025CA,Inscripción,5278.85,0.0,2020-10-20
3022,TXN-2020-015550,2022CA,Inscripción,2832.54,0.0,2020-08-01
3022,TXN-2021-015551,2022CB,Colegiatura,5161.14,0.0,2021-07-15
3022,TXN-2022-015552,2022CC,Colegiatura,5674.62,5326.76,2022-05-24
3022,TXN-2023-015553,2023CA,Colegiatura,4238.82,1793.34,2023-08-29
3022,TXN-2024-015554,2023CB,Reinscripción,2205.28,0.0,2024-10-24
3022,TXN-2025-015555,2023CC,Colegiatura,5164.43,0.0,2025-04-25
3023,TXN-2020-015556,2023CA,Inscripción,4384.42,0.0,2020-12-18
3023,TXN-2021-015557,2023CB,Colegiatura,4445.89,0.0,2021-07-20
3023,TXN-2022-015558,2023CC,Colegiatura,,0.0,2022-12-05
3023,TXN-2023-015559,2024CA,Reinscripción,2101.25,0.0,2023-03-17
3023,TXN-2024-015560,2024CB,Colegiatura,4664.75,0.0,2024-01-11
3023,TXN-2025-015561,2024CC,Reinscripción,2436.29,2304.52,2025-07-09
3024,TXN-2020-015562,2023CA,Inscripción,3804.34,0.0,2020-06-15
3024,TXN-2021-015563,2023CB,Colegiatura,4115.04,0.0,2021-01-24
3024,TXN-2022-015564,2023CC,Colegiatura,4788.02,0.0,2022-07-17
